la-maintained-school-eng	school-type	foundation-trust	school-federation
102383	1		
102384	1		
102385	1		
102386	1		
102387	1		
102388	1		
102389	1		
102390	1		
102391	1		
102392	1		
102393	1		
102394	1		
102395	1		
102396	1		
102397	1		
102398	1		
102399	1		
102400	1		
102401	1		
102402	1		
102403	1		
102404	1		
102405	1		
102406	1		
102407	1		
102408	1		
102409	1		
102410	1		
102411	1		
102412	1		
102413	1		
102414	1		
102415	1		
102416	1		
102417	2		
102418	2		
102419	2		
102420	2		
102421	2		
102422	2		
102423	2		
102424	2		
102425	2		
102426	2		
102427	1		
102428	1		
102429	2		
102430	5		
102431	5		
102432	5		
102433	5		
102434	5		
102435	5		
102436	5		
102437	2		
102438	2		
102439	5		
102440	5		
102441	5		
102442	5		
102443	5		
102444	5		
102445	5		
102446	5		
102447	5		
102448	2		
102449	5		
102450	5		
102451	5		
102460	7		
102461	12		
102462	7		
102465	7		
102466	7		
102467	7		
102468	1		
102469	1		
102470	1		
102471	1		
102472	1		
102473	1		
102474	1		
102475	1		
102476	1		
102477	1		
102478	1		
102479	1		
102480	1		
102481	1		
102482	1		
102483	1		
102484	1		
102485	1		
102486	1		
102487	1		
102488	1		
102489	1		
102490	1		
102491	1		
102492	1		
102493	1		
102494	1		
102495	1		
102496	1		
102497	1		
102498	1		
102499	1		
102500	1		
102501	1		
102502	1		
102503	1		
102504	1		
102505	1		
102506	1		
102507	1		
102508	1		
102509	1		
102510	1		
102511	1		
102512	1		
102513	1		
102514	1		
102515	1		
102516	1		
102517	1		
102518	1		
102519	1		
102520	1		
102521	1		
102522	1		
102523	2		
102524	2		
102525	2		
102526	2		
102527	2		
102528	2		
102529	2		
102530	2		
102531	2		
102532	5		
102533	1		
102534	1		
102535	5		
102536	1		
102537	5		
102538	5		
102539	1		
102540	5		
102541	3		
102542	2		
102543	2		
102544	2		
102545	2		
102554	7		
102555	7		
102556	7		
102557	7		
102558	7		
102559	15		
102560	15		
102561	14		
102562	14		
102563	1		
102564	1		
102565	1		
102566	1		
102567	1		
102568	1		
102569	1		
102570	1		
102571	1		
102572	1		
102573	1		
102574	1		The Federation of Tolworth Infant and Nursery and Junior Schools
102575	1		The Federation of Tolworth Infant and Nursery and Junior Schools
102576	1		
102577	1		
102578	1		
102579	1		
102580	1		
102581	1		
102582	1		
102583	1		
102584	2		
102585	2		
102586	2		
102587	2		
102588	2		
102589	2		
102590	2		
102591	2		
102592	2		
102593	2		
102594	2		
102595	2		
102596	2		
102597	2		
102598	1		
102599	1		
102600	5		
102601	5		
102602	5		
102603	5		
102604	5		
102605	2		
102606	2		
102607	2		
102608	5		
102621	12		
102622	7		
102623	7		
102624	1		
102625	1		
102626	1		
102627	1		
102628	1		
102629	1		
102630	1		
102631	1		
102632	1		
102633	1		
102634	1		
102635	1		
102636	1		
102637	1		
102638	1		
102639	1		
102640	1		
102641	1		
102642	1		
102643	1		
102644	1		
102645	1		
102646	1		
102647	1		The Federation of Singlegate and WIlliam Morris Primary Schools
102648	1		
102649	1		
102650	1		
102651	1		
102652	1		
102653	1		
102654	1		
102655	1		
102656	1		
102657	1		
102658	1		
102659	1		
102660	1		
102661	1		The Federation of Singlegate and WIlliam Morris Primary Schools
102662	1		
102663	2		
102664	2		
102665	2		
102666	2		
102667	2		
102668	2		
102669	2		
102670	2		
102671	2		
102672	2		
102673	1		
102674	1		
102675	1		
102676	1		
102677	1		
102678	1		
102679	3		
102680	2		
102681	2		
102682	2		
102683	2		
102696	7		
102697	7		
102698	7		
102699	7		
102700	15		
102701	15		
102702	15		Ranelagh Primary School and Rebecca Cheetham Nursery and Children's Centre
102703	15		
102704	15		The Federation of St Stephen's Primary School and St Stephen's Nursery School
102705	15		
102706	15		
102707	15		
102708	14		
102709	1		
102710	1		
102711	1		
102712	1		
102713	1		
102714	1		
102715	1		
102716	1		
102717	1		
102718	1		
102719	1		
102720	1		
102721	1		
102722	1		
102723	1		
102724	1		
102725	1		
102726	1		
102727	1		
102728	1		
102729	1		
102730	1		
102731	1		
102732	1		Ranelagh Primary School and Rebecca Cheetham Nursery and Children's Centre
102733	1		
102734	1		
102735	1		
102736	1		
102737	1		
102738	1		
102739	1		
102740	1		
102741	1		
102742	1		
102743	1		
102744	1		
102745	1		
102746	1		
102747	1		
102748	1		The Federation of St Stephen's Primary School and St Stephen's Nursery School
102749	1		The Boleyn Federation
102750	1		
102751	1		
102752	1		
102753	1		
102754	1		
102755	1		
102756	1		
102757	1		
102758	1		
102759	1		
102760	1		The Boleyn Federation
102761	1		
102762	1		
102763	1		
102764	3		
102765	3		
102766	2		
102767	2		
102768	2		
102769	2		
102770	2		
102771	2		
102772	2		
102773	2		
102774	2		
102775	1		
102776	1		
102777	1		
102778	1		
102779	1		
102780	1		
102781	1		
102782	1		
102783	1		
102784	1		
102785	1		
102786	2		
102787	2		
102788	5		
102791	7		
102792	7		
102793	7		
102794	14		
102795	1		
102796	1		
102797	1		
102798	1		
102799	1		
102800	1		
102801	1		
102802	1		
102803	1		
102804	1		
102805	1		
102806	1		
102807	1		
102808	1		
102809	1		
102810	1		
102811	1		
102812	1		
102813	1		
102814	1		
102815	1		
102816	1		
102817	1		
102818	1		
102819	1		
102820	1		
102821	1		
102822	1		
102823	1		
102824	1		
102825	1		
102826	1		
102827	1		
102828	1		
102829	1		
102830	1		
102831	1		
102832	1		
102833	1		
102834	1		
102835	1		
102836	1		
102837	1		
102838	1		
102839	1		
102840	1		
102841	2		
102842	2		
102843	2		
102844	2		
102845	2		
102846	2		
102847	2		
102848	2		
102849	1		
102850	1		
102851	1		
102852	1		
102853	1		
102854	1		
102855	1		
102856	1		
102857	1		
102858	5		
102859	1		
102860	2		
102861	2		
102862	2		
102863	5		
102877	7		
102878	12		
102879	7		
102880	7		
102881	7		
102882	15		
102883	1		Carlisle Infant and Hampton Hill Federation
102884	1		
102885	1		
102886	1		Carlisle Infant and Hampton Hill Federation
102887	1		Hampton Primary Partnership
102888	1		Hampton Primary Partnership
102889	1		
102890	1		Heathfield Schools' Partnership
102891	1		Heathfield Schools' Partnership
102892	1		
102893	1		
102894	1		
102895	1		
102896	1		
102897	1		
102898	1		
102899	1		
102900	1		
102901	1		
102902	1		
102903	1		
102904	1		
102905	1		
102906	1		
102907	2		
102908	2		
102909	2		
102910	2		
102911	2		
102912	2		
102913	2		
102914	2		
102915	2		
102916	2		
102917	2		
102918	2		
102919	2		
102920	2		
102921	2		
102922	1		
102923	1		
102924	1		
102925	1		
102926	1		
102927	1		
102928	1		
102929	2		
102952	7		
102953	7		
102954	7		
102955	15		
102956	15		The Federation of Robin Hood and Thomas Wall
102957	14		
102958	1		
102959	1		
102960	1		
102961	1		
102962	1		
102963	1		
102964	1		
102965	5		
102966	1		
102967	1		
102968	1		
102969	1		
102970	1		
102971	1		
102972	1		
102973	1		
102974	1		
102975	1		
102976	1		
102977	1		
102978	1		
102979	1		
102980	1		
102981	1		The Federation of Robin Hood and Thomas Wall
102982	1		
102983	1		
102984	1		
102985	1		
102986	1		
102987	1		
102988	1		
102989	1		
102990	2		
102991	2		
102992	2		
102993	2		
102994	2		
102995	2		
102996	2		The Federation of St Elphege's RC School
102997	2		The Federation of St Elphege's RC School
102998	1		
102999	1		
103000	1		
103001	1		
103002	5		
103003	1		
103004	2		
103005	5		
103006	5		
103007	2		
103008	5		
103009	2		
103010	5		
103011	5		
103012	5		
103013	2		
103014	5		
103024	7		
103025	7		
103026	7		
103027	15		
103028	15		
103029	15		
103030	15		
103031	1		
103032	1		
103033	1		
103034	1		
103035	1		
103036	1		
103037	1		
103038	1		
103039	1		
103040	1		
103041	1		
103042	1		
103043	1		
103044	1		
103045	1		
103046	1		
103047	1		
103048	1		
103049	1		
103050	1		
103051	1		
103052	1		
103053	1		
103054	1		
103055	1		
103056	1		
103057	1		
103058	1		
103059	1		
103060	1		
103061	1		
103062	1		
103063	1		
103064	1		
103065	1		
103066	1		
103067	1		
103068	1		
103069	1		
103070	1		
103071	1		
103072	1		
103073	1		
103074	1		
103075	1		
103076	1		
103077	1		
103078	1		
103079	1		
103080	5	The Buxton School Learning Trust	The Manchester Federation of EBSD Schools
103081	1		The Manchester Federation of EBSD Schools
103082	1		
103083	3		
103084	3		
103085	2		
103086	2		
103087	2		
103088	2		
103089	2		
103090	2		
103091	2		
103092	2		
103093	5		
103094	1		
103095	1		
103096	1		
103097	1		
103098	1		
103099	1		
103100	1		
103101	1		
103102	1		
103103	1		
103104	1		
103105	1		
103106	2		
103107	2		
103108	5		
103109	12		
103114	7		
103115	7		
103116	7		
103117	7		
103118	7		
103119	2		
103120	15		
103121	15		
103122	15		
103123	15		
103124	15		
103125	15		
103126	15		
103127	15		
103128	15		
103129	15		
103130	15		
103131	15		
103132	15		
103133	15		
103134	15		
103135	15		
103136	15		
103137	15		
103138	15		
103139	15		
103140	15		
103141	15		
103142	15		
103143	15		
103144	15		
103145	15		
103146	14		
103147	14		
103148	14		
103149	15		
103150	15		
103151	1		
103152	1		
103153	1		
103154	1		
103155	1		
103156	1		
103157	1		
103158	1		
103159	1		
103160	1		
103161	1		
103162	1		
103163	1		
103164	1		
103165	1		
103166	1		
103167	1		
103168	1		
103169	1		
103170	1		
103171	1		
103172	1		
103173	1		
103174	1		
103175	1		
103176	1		
103177	1		
103178	1		
103179	1		
103180	1		
103181	1		
103182	1		
103183	1		
103184	1		
103185	1		
103186	1		
103187	1		
103188	1		The Federation of Colmore Infant and Nursery School and Colmore Junior School
103189	1		The Federation of Colmore Infant and Nursery School and Colmore Junior School
103190	1		
103191	1		
103192	1		
103193	1		
103194	1		
103195	1		
103196	1		
103197	1		
103198	1		
103199	1		
103200	1		
103201	1		
103202	1		
103203	1		
103204	1		
103205	1		
103206	1		
103207	1		
103208	1		
103209	1		The Hall Green Federation
103210	1		The Hall Green Federation
103211	1		
103212	1		
103213	1		
103214	1		
103215	1		
103216	1		
103217	1		
103218	1		
103219	1		
103220	1		
103221	1		
103222	1		
103223	1		
103224	1		
103225	1		
103226	1		
103227	1		
103228	1		
103229	1		
103230	1		
103231	1		
103232	1		
103233	1		
103234	1		
103235	1		
103236	1		
103237	1		
103238	1		
103239	1		
103240	1		
103241	1		
103242	1		
103243	1		
103244	1		
103245	1		
103246	1		
103247	1		
103248	1		
103249	1		
103250	1		
103251	1		
103252	1		
103253	1		
103254	1		
103255	1		
103256	1		
103257	1		
103258	1		
103259	1		
103260	1		
103261	1		
103262	1		
103263	1		
103264	1		
103265	1		
103266	1		
103267	1		
103268	1		
103269	1		
103270	1		
103271	1		
103272	1		
103273	1		
103274	1		
103275	1		
103276	1		
103277	1		
103278	1		
103279	1		
103280	1		
103281	1		
103282	1		
103283	1		
103284	1		
103285	1		
103286	1		
103287	1		
103288	1		
103289	1		
103290	1		
103291	1		
103292	1		
103293	1		
103294	1		
103295	1		
103296	1		
103297	1		
103298	1		
103299	1		
103300	1		
103301	1		
103302	1		
103303	1		
103304	1		
103305	1		
103306	1		
103307	1		
103308	1		
103309	1		
103310	1		
103311	1		
103312	1		
103313	1		
103314	1		
103315	5		
103316	1		
103317	1		
103318	1		
103319	1		
103320	1		
103321	1		
103322	1		
103323	1		
103324	1		
103325	1		
103326	1		
103327	1		
103328	1		
103329	1		
103330	1		
103331	1		
103332	1		
103333	1		
103334	1		
103335	1		
103336	1		
103337	1		
103338	1		
103339	1		
103340	1		
103341	1		The Federation of Boldmere Infant School and Nursery and Boldmere Junior School
103342	1		The Federation of Boldmere Infant School and Nursery and Boldmere Junior School
103343	1		
103344	1		
103345	1		
103346	1		
103347	1		
103348	1		
103349	1		
103350	1		
103351	5	Four Oaks Learning Trust For Excellence	
103352	1		
103353	1		
103354	1		
103355	1		
103356	1		
103357	1		
103358	1		
103359	1		
103360	1		
103361	1		
103362	1		
103363	1		
103364	1		
103365	1		
103366	1		
103367	1		
103368	1		
103369	1		
103370	1		
103371	1		
103372	1		
103373	1		
103374	1		
103375	1		
103376	1		
103377	1		
103378	1		
103379	1		
103380	1		
103381	1		
103382	1		
103383	1		
103384	1		
103385	1		
103386	1		
103387	1		
103388	5	Four Oaks Learning Trust For Excellence	
103389	1		
103390	5	Four Oaks Learning Trust For Excellence	
103391	1		
103392	1		
103393	1		
103394	1		
103395	1		
103396	1		
103397	3		
103398	2		
103399	3		
103400	3		
103401	3		
103402	3		
103403	3		
103404	3		
103405	3		
103406	3		
103407	3		
103408	3		
103409	3		
103410	3		
103411	3		
103412	2		
103413	2		
103414	2		
103415	2		
103416	2		
103417	2		
103418	2		
103419	2		
103420	2		
103421	2		
103422	2		
103423	2		
103424	2		
103425	2		
103426	2		
103427	2		
103428	2		
103429	2		
103430	2		
103431	2		
103432	2		
103433	2		
103434	2		
103435	2		
103436	2		
103437	2		
103438	2		
103439	2		Rochdale's RC Federation
103440	2		Rochdale's RC Federation
103441	2		
103442	2		
103443	2		
103444	2		
103445	2		
103446	2		
103447	2		
103448	2		
103449	2		
103450	2		
103451	2		
103452	2		
103453	2		
103454	2		
103455	2		
103456	2		
103457	2		
103458	2		
103459	2		
103460	2		
103461	2		
103462	2		
103463	2		
103464	2		
103465	2		
103466	2		
103467	2		
103468	2		
103469	2		
103470	2		
103471	2		
103472	2		
103473	2		
103474	2		
103475	2		
103476	2		
103477	2		
103478	2		
103479	2		
103480	1		
103481	1		
103482	1		
103483	1		
103484	1		
103485	5		
103486	1		
103487	1		
103488	1		
103489	1		
103490	1		
103491	5		
103492	1		
103493	1		
103494	5		
103495	1		
103496	1		
103497	5		
103498	1		
103499	5	The Endeavour Co-operative Learning Trust	
103500	1		
103501	1		
103502	1		
103503	1		
103504	1		
103505	1		
103506	1		
103507	1		
103508	5		
103509	1		
103510	5	The Quinton Co-operative Learning Village Trust	
103511	1		
103512	1		
103513	1		
103514	1		
103515	5		
103516	5		
103517	5		
103518	1		
103519	5		
103520	1		
103521	1		
103522	1		
103523	1		
103524	1		
103525	1		
103526	1		
103527	1		
103528	1		
103529	1		
103530	3		
103531	2		
103532	2		
103533	2		
103534	2		
103535	2		
103536	2		
103537	2		
103538	2		
103539	2		
103540	2		
103541	2		
103542	2		
103543	5		
103544	5		
103545	5		
103546	2		
103547	5		
103548	5		
103549	2		
103550	5		
103551	2		
103552	2		
103553	2		
103554	2		
103555	2		
103556	5		
103557	5		
103558	5		
103559	5		
103560	2		
103561	5		
103562	5		
103563	5		
103598	1		
103600	7		
103601	7		The Federation of Cherry Oak School and Victoria School
103602	7		
103603	7		
103604	7		
103605	7		
103606	7		
103607	7		
103608	7		
103609	7		
103610	7		
103611	12	Mainland Trust	
103612	7		
103613	12	The Selly Oak School Trust	
103614	7		
103615	7		
103616	7		
103617	7		
103618	7		Brays School & The Bridge School (Special)
103619	7		
103620	7		
103621	7		
103622	7		
103623	7		
103624	7		Brays School & The Bridge School (Special)
103625	7		
103626	7		The Federation of Cherry Oak School and Victoria School
103627	7		The Federation of Beaufort School and Langley School
103628	7		
103629	7		
103630	12	Four Oaks Learning Trust For Excellence	The Federation of Beaufort School and Langley School
103631	7		
103632	7		
103633	15		
103634	14		
103635	14		
103636	14		
103637	14		
103638	1		
103639	1		
103640	1		
103641	1		
103642	1		
103643	1		
103644	1		
103645	1		
103646	1		
103647	1		
103648	1		
103649	1		
103650	1		
103651	1		
103652	1		
103653	1		
103654	1		
103655	1		
103656	1		
103657	1		
103658	1		
103659	1		
103660	1		
103661	1		
103662	1		
103663	1		
103664	1		
103665	1		
103666	1		
103667	1		
103668	1		
103669	1		
103670	1		
103671	1		
103672	1		
103673	1		
103674	1		
103675	1		
103676	1		
103677	1		
103678	1		
103679	1		
103680	1		
103681	1		
103682	1		
103683	1		
103684	1		
103685	1		The Affinity Federation
103686	1		
103687	1		
103688	1		
103689	1		
103690	1		
103691	1		
103692	1		
103693	1		
103694	1		
103695	1		
103696	1		The Wyken Croft & Charter Schools Federation
103697	1		
103698	1		
103699	3		
103700	3		
103701	3		
103702	3		
103703	3		
103704	2		
103705	2		
103706	2		
103707	2		
103708	2		
103709	2		
103710	2		
103711	2		
103712	2		
103713	2		
103714	2		
103715	2		
103716	2		
103717	2		
103718	2		
103719	2		
103720	2		
103721	2		
103722	2		
103723	2		
103724	2		
103725	2		
103726	2		
103727	5		
103728	5	Stoke Park School Trust	
103729	1		
103730	1		
103731	1		
103732	5	Foxford School Trust Limited	
103733	5		
103734	5		
103735	1		
103736	1		
103737	1		
103738	1		
103739	1		
103740	1		
103741	5		
103742	2		
103743	2		
103744	2		
103745	2		
103755	7		
103756	7		
103757	7		
103758	7		
103759	7		
103760	7		Coventry South East Federation
103761	7		
103762	7		
103763	7		
103764	7		
103765	7		Coventry South East Federation
103766	15		
103767	14		
103768	14		
103769	14		
103770	14		
103771	1		
103772	1		
103773	1		
103774	1		
103775	1		
103776	1		
103777	1		
103778	1		
103779	1		
103780	1		
103781	1		
103782	1		
103783	1		
103784	1		
103785	1		
103786	1		
103787	1		
103788	1		
103789	1		
103790	1		
103791	1		
103792	1		
103793	1		
103794	1		
103795	1		
103796	1		
103797	1		The Federation of Lutley and Lapal Primary Schools
103798	1		
103799	1		
103800	1		
103801	1		
103802	1		
103803	1		
103804	1		The Federation of Lutley and Lapal Primary Schools
103805	1		
103806	1		
103807	1		
103808	1		
103809	1		
103810	1		
103811	1		
103812	1		
103813	1		
103814	1		
103815	1		
103816	1		
103817	1		
103818	1		
103819	1		
103820	1		
103821	1		
103822	1		
103823	1		
103824	1		
103825	1		
103826	1		
103827	1		
103828	1		
103829	1		
103830	1		
103831	1		
103832	1		
103833	1		
103834	1		
103835	3		
103836	3		
103837	3		
103838	3		
103839	3		
103840	3		
103841	3		
103842	2		
103843	2		
103844	2		
103845	2		
103846	2		
103847	2		
103848	2		
103849	2		
103850	2		
103851	2		
103852	2		
103853	5	The Stourbridge Educational Trust	
103854	1		
103855	1		
103856	1		
103857	5	The Coseley Co-operative Learning Trust	
103858	1		
103859	5	The Stourbridge Educational Trust	
103860	5		
103861	5		
103862	1		
103863	1		
103864	1		
103865	5		
103866	5		
103867	2		
103868	2		
103869	5		
103870	2		
103871	5		
103872	5		
103873	5		
103874	5		
103875	5		
103877	12	Peoples Field Trust	
103878	7		
103879	7		
103880	7		
103881	12	Peoples Field Trust	
103882	7		
103883	7		
103884	15		
103885	15		
103886	15		
103887	14		
103888	14		
103889	14		
103890	14		
103891	1		
103892	1		
103893	1		
103894	1		
103895	1		
103896	1		
103897	1		
103898	1		
103899	1		
103900	1		
103901	1		
103902	1		
103903	1		
103904	1		
103905	1		
103906	5	Wednesday Learning Community Trust	Albert Pritchard Infant School and Wood Green Junior School Federation
103907	1		
103908	5	Wednesday Learning Community Trust	
103909	5	Wednesday Learning Community Trust	
103910	5	Wednesday Learning Community Trust	
103911	1		
103912	1		
103913	5	Wednesday Learning Community Trust	Albert Pritchard Infant School and Wood Green Junior School Federation
103914	1		
103915	1		
103916	1		
