academy-school-eng	school-type	academy-trust	school-trust-join-date	academy-sponsor
135262	28	company:04439859	2007-01-09	United Learning
135263	28	company:05090788		Deacon's Trust
135264	28	company:05144640		Archdiocese of Southwark
135290	28			The Skinners' Company
135294	28	company:06182612	2007-01-09	David Ross Education Trust (DRET)
135295	28	company:06207590	2007-01-09	Cabot Learning Federation
135296	28	company:04439859	2007-01-09	United Learning
135297	28	company:02336587	2007-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135300	28	company:06207590	2007-01-09	Cabot Learning Federation
135305	28	company:06207067		Holiday Extras
135306	28		2008-01-09	Brooke Weston Trust
135311	28	company:06228587	2007-01-09	Harris Federation
135313	28	company:06246929		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135314	28	company:06162865		Diocese of Durham
135315	28	company:05112090	2007-01-09	ARK Schools
135316	28	company:02484729		Prospect Education (Technology) Trust Ltd
135317	28		2008-01-09	Brooke Weston Trust
135335	28	company:04967658	2008-02-09	Grace Foundation
135337	28	company:05958361	2007-01-09	
135338	28	company:05958361	2007-01-09	
135364	28	company:04439859	2007-01-09	United Learning
135365	28	company:04439859	2007-01-09	United Learning
135367	28	company:05508735	2007-01-09	The Diocese of West Yorkshire and the Dales
135371	28	company:06272751	2007-03-09	Future Schools Trust
135372	28	company:06272751	2007-03-09	Future Schools Trust
135375	28			
135389	28	company:05112090	2008-01-09	ARK Schools
135401	28	company:02490773		Bacon CTC
135423	28	company:05735093	2008-01-09	Laidlaw Schools Trust
135449	28			Quaerere Academy Trust, (Q3 Academy - Eric and Grace Payne)
135507	28	company:06422162		Wren Academy
135508	28	company:06237630	2008-01-09	Great Academies Education Trust
135531	28	company:06176090		Diocese of London
135563	28	company:06462935	2008-01-09	The Priory Federation of Academies Trust
135564	28	company:06462935	2008-01-09	The Priory Federation of Academies Trust
135565	28	company:06462935	2008-01-09	The Priory Federation of Academies Trust
135575	28	company:06516626	2008-01-09	Bristol Cathedral School Trust
135580	28	company:05670663	2008-02-09	The Aldridge Foundation
135581	28	company:06511936	2008-01-09	Merchant Venturers, The Society of
135582	28	company:06548296	2008-01-09	The Haberdashers' Livery Company
135583	28	company:06091123		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135584	28	company:05112090	2008-01-09	ARK Schools
135587	28	company:06426966		City of London Corporation
135597	28			Merchant Venturers, The Society of
135598	28	company:06544825	2008-01-09	Diocese of York Educational Trust
135599	28	company:06311127		RSA Academies
135600	28	company:05112090	2008-09-30	ARK Schools
135619	28	company:05975733		Emmanuel Schools Foundation
135620	28	company:04439859	2008-01-09	United Learning
135621	28	company:04439859	2008-02-09	United Learning
135622	28	company:06269025		Gentoo
135628	28	company:05398529	2008-01-09	Oasis Community Learning
135629	28	company:05398529	2008-01-09	Oasis Community Learning
135630	28	company:02336587	2008-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135631	28	company:05358533	2008-01-09	Annabel Arbib Foundation
135632	28	company:06627459		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135649	28	company:04439859	2008-01-09	United Learning
135650	28	company:08737435	2008-01-09	Diocese of Norwich Education Academies Trust
135651	28	company:06625091	2008-01-09	Academies Enterprise Trust (AET)
135652	28	company:06625091	2008-01-09	Academies Enterprise Trust (AET)
135653	28	company:06625091	2008-01-09	Academies Enterprise Trust (AET)
135654	28	company:05398529	2008-02-09	Oasis Community Learning
135661	28	company:05398529	2008-01-09	Oasis Community Learning
135662	28		2008-01-09	Diocese of Hereford
135663	28	company:05398529	2008-01-09	Oasis Community Learning
135665	28	company:06192615		Edge Foundation
135666	28	company:08238194	2008-01-09	The Lincoln College Academy Trust
135671	28	company:05398529	2008-01-09	Oasis Community Learning
135672	28	company:01532445		Steiner Waldorf
135674	28	company:06493485		Diocese of Lincoln
135675	28	company:06621108		Diocese of Oxford
135676	28	company:06543442	2008-01-09	Future Academies
135677	28	company:06228587	2008-02-09	Harris Federation
135684	28	company:02268092		CTC Kingshurst Academy Trust
135685	28	company:06194070		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135721	28	company:05398529	2009-01-09	Oasis Community Learning
135744	28	company:06415729	2009-01-09	Woodard Academies Trust
135745	28	company:06415729	2009-01-09	Woodard Academies Trust
135760	28	company:04439859	2009-01-01	United Learning
135761	28	company:06221293	2009-02-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135769	28	company:06982127	2009-01-01	Ormiston Academies Trust
135770	28	company:06731593	2009-05-01	Essa Foundation
135804	28	company:06457394	2009-01-09	Wellington College
135816	28	company:06228587	2009-04-09	Harris Federation
135818	28	company:06268570		Northumbrian Water
135835	28	company:06382192		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135864	28	company:06731528		Tameside College
135865	28	company:06772181	2009-01-09	Bradford College Education Trust
135866	28	company:02303464	2015-01-03	Dixons Academy Trust
135874	28	company:06740940		Manchester Enterprise Academy
135875	28	company:06735003		Central Manchester University Hospitals NHS Foundation Trust
135876	28	company:06933010	2016-01-09	David Meller
135877	28	company:06000347	2009-01-09	Girls' Day School Trust (GDST)
135878	28	company:07189647	2009-01-09	Northern Education Trust
135879	28			Diocese of Oxford
135881	28	company:06864339	2009-01-09	Greenwood Academies Trust
135886	28	company:06653439		Diocese of Newcastle
135888	28	company:06912857	2009-01-09	The Skinners' Company
135895	28		2009-01-09	Stanton Lane Trust
135897	28		2009-01-09	Stanton Lane Trust
135904	28	company:06934137		Transforming Education in Norfolk (the TEN Group)
135905	28	company:06888873	2009-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135907	28	company:06526376	2009-01-09	E-ACT
135909	28			
135911	28	company:06526376	2009-01-09	E-ACT
135913	28	company:07365748	2009-01-09	Tudor Grange Academies Trust
135934	28	company:06526376	2009-01-09	E-ACT
135935	28	company:07958615	2009-01-09	Leeds City College
135936	28	company:06960253	2009-01-09	Charles Dunstone
135938	28	company:06933010	2009-01-09	David Meller
135940	28	company:06895426	2009-01-09	BAE Systems Marine Submarines
135941	28	company:06929486	2009-01-09	UCAT
135942	28	company:07386086	2009-01-09	School Partnership Trust Academies (SPTA)
135943	28		2009-01-09	The Riding's Education Trust
135944	28		2009-01-09	The Riding's Education Trust
135945	28	company:06545396	2009-01-09	Sirius Academy
135946	28	company:06853140		Diocese of St Albans
135951	28	company:02535091	2009-01-09	The Haberdashers' Livery Company
135955	28	company:06228587	2009-01-09	Harris Federation
135956	28	company:04967658	2009-01-09	Grace Foundation
135957	28	company:06625091	2009-01-09	Academies Enterprise Trust (AET)
135958	28	company:05398529	2009-01-09	Oasis Community Learning
135959	28	company:06207590	2009-01-09	Cabot Learning Federation
135960	28	company:06982127	2009-01-09	Ormiston Academies Trust
135961	28	company:06995649	2009-01-09	Outwood Grange Academies Trust
135962	28	company:04439859	2009-01-09	United Learning
135963	28	company:06995649	2009-01-09	Outwood Grange Academies Trust
135964	28	company:06914263		University for the Creative Arts (UCA)
135965	28	company:05112090	2009-01-09	ARK Schools
135966	28	company:04439859	2009-01-09	United Learning
135967	28		2009-07-09	Brooke Weston Trust
135968	28	company:05398529	2009-01-09	Oasis Community Learning
135969	28	company:07386086	2015-01-09	School Partnership Trust Academies (SPTA)
135970	28	company:05112090	2009-01-09	ARK Schools
135971	28	company:07375267	2009-01-09	Arden Multi Academy Trust
135973	28	company:06526376	2009-01-09	E-ACT
135974	28			
135979	28	company:06982127	2009-01-09	Ormiston Academies Trust
135980	28	company:06982127	2009-01-09	Ormiston Academies Trust
135981	28	company:06929082		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
135983	28	company:06969900	2009-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136016	28	company:06831538		Clifton Diocese
136027	28	company:05398529	2010-01-09	Oasis Community Learning
136032	28	company:06526376	2010-04-01	E-ACT
136042	28	company:07033915	2010-01-01	Maltby Learning Trust
136044	28	company:07087804		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136085	28			Harpur Trust
136089	28	company:08913502		Whalley Range 11-18 High School (The Education Leadership Trust)
136090	28	company:07035556	2010-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136094	28	company:06897239	2010-01-09	Trinity Academy Halifax (TAH)
136102	28	company:07747126	2015-01-07	The Co-operative Group
136103	28		2010-01-09	Learning Schools Trust
136104	28		2010-01-09	Learning Schools Trust
136105	28		2010-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136106	28	company:07181660		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136107	28	company:07185018		University of Kent
136108	28	company:07359755	2015-01-09	The Thinking Schools Academy Trust
136115	28	company:06526376	2010-01-09	E-ACT
136119	28	company:07007398	2010-01-09	The Dioceses of Liverpool Joint Catholic and Church of England Academy Trust
136120	28			Portsmouth & Winchester Diocesan Academies Trust
136121	28	company:07185357	2016-01-09	Teesside Learning Trust
136125	28			Canford School
136126	28	company:06672920	2010-01-09	Sidney Stringer Academy Trust
136127	28	company:06628631	2010-01-09	All Roads
136128	28	company:07115882		Gordon Phillips
136135	28	company:07189647	2010-01-09	Northern Education Trust
136136	28	company:02387916	2010-01-09	Landau Forte Charitable Trust
136137	28	company:06543682		The Skinners' Company
136139	28	company:07185357		Teesside Learning Trust
136141	28	company:07103919		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136142	28	company:07035041		Diocese of Exeter
136145	28	company:06982127	2010-01-09	Ormiston Academies Trust
136146	28	company:07189647	2010-01-09	Northern Education Trust
136147	28	company:07211219	2010-01-09	Academies Enterprise Trust (AET)
136148	28	company:07599308	2016-01-09	Moor End Academies Trust
136149	28			
136152	28	company:07002160		King Edward VI Foundation
136156	28	company:07348231	2010-01-09	Kemnal Academy Trust, The (TKAT)
136157	28	company:07211219	2010-01-09	Academies Enterprise Trust (AET)
136158	28	company:07191874	2010-01-09	The Midland Academies Trust
136164	28	company:06741989		The Aldridge Foundation
136166	28	company:07194412	2010-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136172	28	company:06397195		Mercers Company, The
136174	28	company:07747126	2015-01-07	The Co-operative Group
136175	28	company:07208598		Canterbury Christ Church University
136177	28	company:07209122		Ministry of Defence
136182	28	company:06969900	2010-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136183	28	company:07035327		Diocese of Salisbury
136184	28	company:07346144	2010-01-09	The Fallibroome Academy
136185	28	company:07349394		Ormiston Academies Trust
136186	28	company:06982127	2010-01-09	Ormiston Academies Trust
136187	28	company:06982127	2010-01-09	Ormiston Academies Trust
136192	28	company:08085503	2010-01-09	Tollbar Academy Trust
136193	28	company:09320523	2015-01-04	Richard Huish College
136194	28	company:06462935	2010-01-09	The Priory Federation of Academies Trust
136195	28	company:08144578	2015-01-04	Bright Tribe Trust
136197	28	company:07006159		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136198	28	company:07134810		University of Bradford
136199	28	company:08075785	2015-01-03	The White Horse Federation
136200	28	company:07451553	2010-01-09	Academies South West
136201	28	company:06182612	2010-01-09	David Ross Education Trust (DRET)
136202	28	company:07338780	2010-01-09	CWA Academy Trust
136203	28	company:07278887		Coloma Trust
136204	28	company:08179349	2010-01-09	Inspiration Trust
136205	28	company:02336587	2010-01-09	This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136206	28	company:07977940	2015-01-06	Ambitions Academies Trust
136208	28	company:06625091	2010-01-09	Academies Enterprise Trust (AET)
136213	28	company:07310176		Birmingham Metropolitan College
136214	28			
136217	28	company:06864339	2010-01-09	Greenwood Academies Trust
136261	28	company:07468210	2011-01-01	CfBT Education Trust
136266	34	company:07333133		
136267	34	company:07346826		
136268	34	company:08085503	2010-01-09	Tollbar Academy Trust
136269	34	company:07342848		
136270	34	company:07344732	2010-01-09	Swale Academy Trust
136271	34	company:07341583	2010-01-09	Hartismere High School
136272	34	company:07347930		
136273	34	company:07333089		
136274	34			
136275	34	company:07324340		
136276	34	company:07348288		Watford Grammar School for Boys
136277	34	company:07345756	2010-01-09	Healing Science Academy Ltd
136278	34	company:07346144	2010-01-09	The Fallibroome Academy
136279	34	company:07344747	2016-01-08	
136280	34	company:07339625	2010-01-09	Cornerstone Academy Trust
136281	34	company:07348231	2010-01-09	Kemnal Academy Trust, The (TKAT)
136282	34	company:07352123		
136283	34	company:07348329		
136284	34	company:07355559	2010-01-09	
136285	34	company:07343156		
136286	34	company:07344732	2010-01-09	Swale Academy Trust
136287	34	company:07338835	2010-01-09	
136288	34	company:07345831		
136289	34	company:07348254		
136290	34	company:07351253		
136291	34	company:07353824	2010-01-09	The Spencer Academies Trust
136292	34	company:07338767		
136293	34	company:07351053		
136294	34	company:07341553		
136295	34	company:07341523		
136296	34	company:07344277		
136297	34	company:07335020		
136298	34			
136299	34	company:07333885		
136300	28	company:08304460	2016-01-07	The SCHOOLSCOMPANY Trust
136301	34	company:07361021	2010-01-10	
136302	34		2010-07-10	
136303	34	company:07380068		
136304	34	company:07348231	2010-01-11	Kemnal Academy Trust, The (TKAT)
136305	34	company:07348116		
136306	34	company:07331954		
136307	34	company:07398941		
136308	34			Ashmole Academy
136309	34	company:07407844		
136310	34	company:07365748	2010-01-10	Tudor Grange Academies Trust
136311	34	company:07365778	2010-01-10	Midsomer Norton Schools Partnership
136312	34	company:07394649	2010-01-11	Trenance Learning Academy Trust (TLAT)
136313	34	company:07359755	2010-01-11	The Thinking Schools Academy Trust
136314	34	company:07384643		
136315	34	company:07388635		
136316	34	company:07400940		
136317	34	company:07401373		
136318	34	company:07387540	2010-01-11	ASPIRE Academy Trust
136319	34	company:07559901	2015-01-01	Chiltern Learning Trust
136320	34	company:07401748		
136321	34	company:07394671	2010-01-11	Torquay Boys Grammar School Multi-Academy Trust
136322	34	company:07400386	2010-01-11	Samuel Ward Academy Trust
136323	34	company:07421140	2010-01-11	John Taylor High School
136324	34	company:07343725	2010-01-10	Fulston Manor Academies Trust
136325	34	company:07403352		
136326	34	company:07386086	2010-01-11	School Partnership Trust Academies (SPTA)
136327	34	company:07380398		Kingsmead School
136328	34	company:07403361		
136329	34	company:07416734	2010-01-11	
136330	34	company:07372222		
136331	34	company:07372160		
136332	34	company:07330691		
136333	34	company:07375267	2010-01-10	Arden Multi Academy Trust
136334	34	company:07379768		
136335	34	company:07365778	2010-01-10	Midsomer Norton Schools Partnership
136336	34	company:07398467	2010-01-11	Ivybridge Academy Trust
136337	34	company:07401701	2010-01-11	Fort Pitt Grammar School
136338	34	company:07403271		
136339	34	company:07363875		
136340	34	company:07404747		
136341	34	company:07345776		
136342	34	company:07348231	2010-01-11	Kemnal Academy Trust, The (TKAT)
136343	34	company:07386086	2010-01-11	School Partnership Trust Academies (SPTA)
136344	34		2010-07-10	
136345	34	company:07359630		
136347	28	company:07414011		Bishop Challoner Catholic College
136348	34	company:07431423	2010-01-12	The Gosforth Federated Academies Ltd
136349	34	company:07368292	2010-01-12	Brook Learning Trust
136350	34	company:07330058		
136351	34	company:07416211	2010-01-12	Meopham Community Academies Trust
136352	34	company:07431423	2010-01-12	The Gosforth Federated Academies Ltd
136353	34	company:07369704		Pate's Grammar School
136354	34	company:07318714	2010-01-12	Bourne Abbey Church of England Primary Academy
136355	34	company:07393519		
136356	34	company:07437149		
136357	34	company:07438425		
136358	34	company:07419660		
136359	34	company:07406122		
136360	34	company:07430289		
136361	34	company:07430317	2010-01-12	The Redhill Academy Trust
136362	34	company:07453918		
136364	34	company:07432995		Yardley Primary School
136365	34	company:08364709	2015-01-11	Fylde Coast Teaching School Ltd
136366	34	company:07445493		
136367	34	company:07451553	2011-01-01	Academies South West
136368	34	company:07461209		
136369	34	company:07455732		
136374	34	company:07466409	2011-01-01	
136375	34	company:07465343		Greetland Primary Academy
136376	34	company:07411759		
136377	34	company:07458631		
136378	34	company:07386228		
136379	34	company:07425374		
136380	34	company:07452782		
136381	34	company:07441463		
136382	34		2011-01-01	
136383	34	company:07459742		
136384	34	company:08961355	2011-01-01	NEWQUAY EDUCATION TRUST (NET)
136385	34			
136386	34	company:07465520		
136387	34	company:07451781		
136388	34	company:07447459		
136389	34	company:07452837		
136390	34	company:07461173		
136391	34	company:07451741		
136392	34	company:07465701	2011-01-01	The GORSE Academies Trust
136393	34	company:07441370		
136394	34	company:07462885	2011-01-01	Wakefield City Academies Trust
136395	34	company:07458484		Lever Edge Primary Academy
136396	34			
136398	34	company:07464058		
136399	34	company:07465249		
136400	28	company:07185046	2011-01-09	University of Brighton
136401	28	company:07185046	2011-01-09	University of Brighton
136405	34	company:07466409	2011-01-01	
136406	34	company:07348167	2011-01-01	Ninestiles Academy Trust
136409	28	company:07466889		De La Salle Order
136411	28	company:07472190	2011-01-01	Birkenhead Sixth Form College
136412	34	company:07445392		
136413	34	company:07470621		REAch2
136414	34	company:07442789	2011-01-01	The de Ferrers Academy
136415	34			
136416	34	company:07467445		
136417	34	company:07455728		
136418	34	company:07445586		
136419	34	company:07451811		Dr Challoner's Grammar School
136420	34	company:07462530	2011-01-01	Upton Court Grammar School
136421	28	company:06477646		This is a co-sponsored academy. Details of the sponsors of co-sponsored academies are not included in the current version of performance tables but this information will be available early in 2016
136439	34	company:07481145	2011-01-02	Priorslee Multi-Academy Trust
136441	34	company:07477728		
136442	34	company:07482650	2011-01-02	Linton Village College
136443	34	company:07485584		
136444	34	company:07487455		
136447	34	company:07498234		
136448	34	company:07494754		
136449	34	company:07475515		
136450	34	company:07492094	2011-01-02	The Platanos Trust
136451	34	company:07492165	2011-01-02	North East Learning Trust
136453	28	company:08469218	2015-01-10	Paradigm Trust
136454	34			Kingsbridge Educational Trust
136455	34	company:07451660		
136456	34	company:07348231	2011-01-02	Kemnal Academy Trust, The (TKAT)
136457	34	company:07483163		Churchend Primary Academy
136458	34	company:07484717	2011-01-02	
136459	34	company:07472736	2011-01-02	Community Academies Trust (CAT)
136460	34	company:07490390		St Joseph's College Edmund Rice Academy Trust
136462	34	company:07484308	2011-01-02	Ossett Academy
136463	34		2011-01-02	The Cam Academy Trust
136464	34	company:07520128	2011-01-03	William Willett Learning Trust (WWLT)
136465	34	company:07498923		
136466	34	company:07525735	2011-01-03	Aquinas Church of England Education Trust Ltd
136467	34	company:07527090		
136468	34	company:07527108		
136469	34	company:07512962		
136470	34	company:07500018	2011-01-02	Sharnbrook Academy Federation
136471	34	company:07500018	2011-01-02	Sharnbrook Academy Federation
136472	34	company:07500018	2011-01-02	Sharnbrook Academy Federation
136474	34	company:07495541		
136475	34	company:07500018	2011-01-02	Sharnbrook Academy Federation
136476	34	company:07489113	2011-01-02	
136477	34			
136478	34	company:07489113	2011-01-02	
136479	34	company:06182612	2011-01-02	David Ross Education Trust (DRET)
136480	34	company:07489127		Nicholas Hawksmoor Primary School
136481	34			Sapientia Education Trust
136482	34	company:07488870		
136483	34	company:07495165		
136484	34	company:07492198		
136485	34	company:07504871		
136486	34	company:07521946	2011-01-03	WISE Academies
136487	34	company:07521946	2011-01-03	WISE Academies
136488	34	company:07525820	2011-01-03	Sponne School
136489	34	company:07535683	2011-01-03	
136490	34	company:07527304	2011-01-03	South East Essex Academy Trust
136491	34	company:07533362		
136492	34	company:07530497		
136493	34	company:07519888	2011-01-03	
136494	34	company:07518252	2011-01-03	
136495	34	company:07519888	2011-01-03	
136496	34	company:07523546		
136497	34	company:07523507	2011-01-04	
136498	34	company:07538380		
136499	34	company:07517121	2011-01-03	
136500	34	company:07525856		
136501	34	company:07539918		
136505	34	company:07524069		
136506	34	company:07494620		
136515	34	company:07546118	2011-01-04	West Norfolk Academies Trust
136516	34	company:07521640		
136517	34	company:07553596	2011-01-04	Ravens Wood School, Bromley
136518	34	company:07548791		
136519	34	company:07557791		
136520	34	company:07551986		
136521	34	company:07536795		
136522	34	company:07559818		
136523	34	company:07548794		
136524	34	company:07551989	2011-01-04	Camborne Science & International Academy
136525	34	company:07533271		
136526	34	company:07472799	2011-01-04	The Queen Katherine School
136527	34	company:07524811		
136528	34	company:07530418	2011-01-04	The Robinswood Academy Trust
136529	34	company:07545019		
136530	34	company:07552631	2011-01-04	Catmose Federation Academy
136531	34	company:07552535		Weydon School
136532	34	company:07551088		
136533	34	company:08961355	2011-01-04	NEWQUAY EDUCATION TRUST (NET)
136534	34	company:07551959	2011-01-04	GLF Schools
136535	34	company:07543202	2011-01-04	Leo Academy Trust
136537	34		2011-01-04	
136538	34	company:07554121	2011-01-04	Trinity Church of England School, Belvedere
136539	34	company:07556185		
136540	34	company:07559170	2011-01-04	Education for the 21st Century
136541	34	company:07563116		
136542	34	company:07566298		
136543	34			
136544	34	company:07559537	2011-01-04	Hope Learning Trust, York
136545	34	company:07554396	2011-01-04	Charles Darwin School
136547	34	company:07559439	2011-01-04	Whitehill Community Academy
136548	34	company:07563387		
136549	34	company:07552598		Belgrave St Bartholomew's Academy
136550	34	company:07563436		
136551	34	company:07557883		
136552	34	company:07557785		Goldington Academy
136553	34	company:07533308		
136554	34	company:07559285		
136555	34	company:07348231	2011-01-04	Kemnal Academy Trust, The (TKAT)
136556	34	company:07691947		
136557	34	company:07561217		
136558	34	company:07561268		
136559	34	company:07566436		
136560	34	company:07566455		
136561	34	company:07561204	2011-01-04	
136562	34	company:07561204	2011-01-04	
136563	34	company:07561204	2011-01-04	
136564	34	company:07542114	2011-01-04	Pegasus Academy Trust
136565	34	company:07542114	2011-01-04	Pegasus Academy Trust
136566	34	company:07542114	2011-01-04	Pegasus Academy Trust
136567	34	company:07557657		Penair School
136568	34	company:07557886		
136569	34	company:07561204	2011-01-04	
136570	34	company:07558466	2011-01-04	
136571	34	company:07552665	2014-01-12	Coastal Academies Trust
136572	34	company:07557817	2011-01-04	The Roseland Community College
136573	34	company:07565242	2011-01-04	Peninsula Learning Trust
136574	34	company:07536911		
136575	34	company:07542166	2011-01-04	Saltash Multi Academy Regional Trust
136576	34	company:07702119		Empower Learning Academy Trust
136577	34	company:07559293	2011-01-04	King John School
136578	34	company:07489196		
136579	34	company:07561574	2011-01-04	Benfleet Schools Trust
136580	34	company:07552498	2011-01-04	Cambridge Meridian Academies Trust (CMAT)
136581	34	company:07559256	2011-01-04	Valley Invicta Academies Trust
136582	34	company:07559256	2011-01-04	Valley Invicta Academies Trust
136583	34	company:07552058		
136584	34	company:07552665	2011-01-04	Coastal Academies Trust
136585	34	company:07552665	2011-01-04	Coastal Academies Trust
136586	34	company:07553717		
136587	34	company:07515832		Transforming Lives Educational Trust
136588	34	company:07556657		
136589	34	company:07523506		
136590	34	company:07563329		
136591	34	company:07564777		
136592	34	company:07567230	2011-01-04	
136593	34	company:07511610		
136594	34	company:07359755	2011-01-04	The Thinking Schools Academy Trust
136595	34	company:07521636		
136596	34	company:07398467		Ivybridge Academy Trust
136597	34	company:07387540	2011-01-04	ASPIRE Academy Trust
136598	34	company:07535379		Trevithick Learning Academy
136599	34	company:07348231	2011-01-04	Kemnal Academy Trust, The (TKAT)
136600	34	company:07547060		
136601	34	company:07557900		
136602	34	company:07566505		
136603	34	company:07542155	2011-01-04	Tenax Schools Trust
136604	34	company:07566986		
136605	34	company:07552735		
136606	34	company:07563361		
136607	34			
136608	34	company:07552786		
136609	34	company:07523557		
136610	34	company:07534901	2011-01-04	The Staploe Education Trust
136611	34	company:07550425	2011-01-04	The Corsham School
136612	34	company:07554085		
136613	34	company:07556117	2011-01-04	Airedale Academy
136614	34	company:07525178		Pool Academy
136615	34	company:07538459		
136616	34	company:07538389		
136617	34		2011-01-04	Pathfinder Multi Academy Trust
136618	34	company:07523436	2011-01-04	Windsor Academy Trust
136619	34	company:07501579		
136620	34	company:07544974		
136621	34	company:07536970		
136622	34	company:07485466		
136623	34	company:07550474		
136624	34	company:07664012	2016-01-06	Diverse Academies Trust
136625	34	company:07540256		
136626	34	company:07557634	2011-01-04	
136627	34	company:07539214		
136628	34	company:07530373	2011-01-04	East Midlands Education Trust
136629	34	company:07556159		
136630	34	company:07557894		Corsham Primary Academy Ltd
136631	34	company:07570315		
136632	34	company:07556236		
136633	34	company:07547039	2011-01-04	Castleford Academy
136634	34	company:07560177		
136635	34	company:07398467	2011-01-04	Ivybridge Academy Trust
136636	34	company:07557831	2011-01-04	
136637	34	company:07548754	2011-01-04	Maiden Erlegh School
136638	34	company:07564519		
136639	34	company:07547023		
136640	34	company:07560175		
136641	34	company:07561488		
136642	34	company:07563345		
136643	34	company:07535642	2011-01-04	Bohunt School
136644	34	company:07563213		
136645	34	company:07523884		Christleton Learning Trust
136646	34	company:07562194		
136647	34	company:07543874	2011-01-04	Kennet School
136648	34	company:07548734		
136649	34	company:07565088	2011-01-04	Twynham Learning Federation
136650	34	company:07557831	2011-01-04	
136651	34	company:07559901	2011-01-04	Chiltern Learning Trust
136652	34	company:07546874	2011-01-04	The Gryphon Trust
136653	34	company:07531756		
136654	34	company:07554117		Wildern School
136655	34	company:07538467	2011-01-04	
136656	34	company:07557868		
136657	34	company:07552519	2011-01-04	
136658	34	company:07552702		
136659	34	company:07566835		
136660	34	company:07566528		
136661	34	company:07573614		
136662	34	company:07569727	2011-01-04	The Williamson Trust
136663	34	company:08743560	2016-01-02	Loxford School Trust Ltd
136664	34	company:07553531	2011-01-04	Northern Star Academies Trust
136665	34	company:07531811	2011-01-04	
136666	34	company:07538730		
136667	34	company:07542211	2011-01-04	South Hunsley School and Sixth Form College
136668	34	company:07561306		
136669	34	company:07540236	2011-01-04	Brampton Manor Trust
136670	34	company:07491215	2011-01-04	Magna Learning Trust
136671	34	company:07543834		
136672	34	company:07547393		
136673	34	company:07560660		
136674	34	company:07521584	2011-01-04	The Mirfield Free Grammar & Sixth Form
136675	28	company:07386086	2011-04-26	School Partnership Trust Academies (SPTA)
136677	34	company:07564749	2011-01-04	Bottisham Village College
136680	28	company:06982127	2011-01-09	Ormiston Academies Trust
136681	28	company:07272906	2011-01-09	Stoke-on-Trent College
136683	34	company:07559614		
136708	28	company:06207590	2011-01-05	Cabot Learning Federation
136709	34	company:07588418		
136711	34	company:07493622	2011-01-05	
136712	34	company:07533254		
136713	34	company:07546141	2011-01-05	Bedfordshire East Multi Academy Trust (BEMAT)
136714	34	company:07612865	2011-01-05	STEP Academy Trust
136715	34	company:07562918		
136716	34	company:07532146		The Long Eaton School
136717	34	company:07604183		
136718	34	company:07577113	2011-01-05	Aston Community Education Trust (ACET)
136719	34			
136720	34	company:07348231	2011-01-05	Kemnal Academy Trust, The (TKAT)
136721	34	company:06864339	2015-01-04	Greenwood Academies Trust
136722	34	company:07545681		
136723	34	company:07597324	2011-01-05	Wycombe High School
136724	34	company:07597390		
136725	34	company:07524244		
136726	34	company:07586346		
136727	34	company:07584611	2011-01-05	
136728	34	company:07596422	2011-01-05	
136729	34	company:07592309	2011-01-05	
136730	34	company:07595434		
136731	34	company:07588464		
136732	34	company:07584063		
136733	34	company:07606250		
136734	34	company:07601846		
136735	34	company:07597686		
