urn	establishment-type	establishment-group-type
130207	Community School	LA maintained schools
130208	Community School	LA maintained schools
130209	Community School	LA maintained schools
130210	Community School	LA maintained schools
130211	Community School	LA maintained schools
130212	Community School	LA maintained schools
130213	Community School	LA maintained schools
130214	Community School	LA maintained schools
130215	Voluntary Controlled School	LA maintained schools
130216	Voluntary Controlled School	LA maintained schools
130217	Voluntary Controlled School	LA maintained schools
130218	Voluntary Controlled School	LA maintained schools
130219	Voluntary Controlled School	LA maintained schools
130220	Voluntary Controlled School	LA maintained schools
130222	Voluntary Controlled School	LA maintained schools
130223	Voluntary Aided School	LA maintained schools
130224	Other Independent School	Independent schools
130225	Other Independent School	Independent schools
130226	Other Independent School	Independent schools
130227	Other Independent School	Independent schools
130228	Other Independent School	Independent schools
130229	Other Independent School	Independent schools
130230	Other Independent School	Independent schools
130231	Other Independent School	Independent schools
130232	Other Independent School	Independent schools
130233	Community Special School	Special schools
130236	Community School	LA maintained schools
130237	Voluntary Controlled School	LA maintained schools
130238	Community School	LA maintained schools
130239	Other Independent School	Independent schools
130240	Other Independent School	Independent schools
130241	Pupil Referral Unit	LA maintained schools
130242	Other Independent Special School	Special schools
130243	Other Independent School	Independent schools
130244	Other Independent School	Independent schools
130245	Other Independent School	Independent schools
130246	Other Independent Special School	Special schools
130247	Academy Sponsor Led	Academies
130254	Community School	LA maintained schools
130255	Community School	LA maintained schools
130256	Community School	LA maintained schools
130257	Community School	LA maintained schools
130258	Community School	LA maintained schools
130259	Community School	LA maintained schools
130260	Voluntary Aided School	LA maintained schools
130261	Community School	LA maintained schools
130262	Community School	LA maintained schools
130269	Community School	LA maintained schools
130270	Community School	LA maintained schools
130271	Community School	LA maintained schools
130272	Community School	LA maintained schools
130273	Other Independent School	Independent schools
130274	Other Independent School	Independent schools
130275	Other Independent School	Independent schools
130276	Other Independent School	Independent schools
130277	Other Independent School	Independent schools
130278	Other Independent School	Independent schools
130279	Other Independent School	Independent schools
130280	Other Independent School	Independent schools
130281	Pupil Referral Unit	LA maintained schools
130282	Other Independent School	Independent schools
130283	Other Independent School	Independent schools
130284	Other Independent School	Independent schools
130285	Other Independent School	Independent schools
130286	Other Independent School	Independent schools
130287	Other Independent School	Independent schools
130288	Other Independent School	Independent schools
130289	Community School	LA maintained schools
130290	Community School	LA maintained schools
130293	Community School	LA maintained schools
130294	Community School	LA maintained schools
130295	Community School	LA maintained schools
130296	Community School	LA maintained schools
130297	Community School	LA maintained schools
130298	Community School	LA maintained schools
130299	Community School	LA maintained schools
130300	Voluntary Aided School	LA maintained schools
130301	Voluntary Aided School	LA maintained schools
130302	Community School	LA maintained schools
130303	Community School	LA maintained schools
130304	Community School	LA maintained schools
130305	Voluntary Controlled School	LA maintained schools
130306	Community School	LA maintained schools
130310	Other Independent Special School	Special schools
130311	Other Independent School	Independent schools
130312	Community School	LA maintained schools
130313	Pupil Referral Unit	LA maintained schools
130314	Pupil Referral Unit	LA maintained schools
130315	Pupil Referral Unit	LA maintained schools
130316	Pupil Referral Unit	LA maintained schools
130317	Pupil Referral Unit	LA maintained schools
130318	Other Independent School	Independent schools
130319	Other Independent School	Independent schools
130320	Other Independent Special School	Special schools
130321	Other Independent School	Independent schools
130322	Other Independent School	Independent schools
130323	Other Independent School	Independent schools
130324	Community School	LA maintained schools
130325	Community School	LA maintained schools
130326	Community School	LA maintained schools
130327	Voluntary Aided School	LA maintained schools
130328	Community School	LA maintained schools
130329	Other Independent School	Independent schools
130330	Other Independent School	Independent schools
130331	Other Independent School	Independent schools
130332	Pupil Referral Unit	LA maintained schools
130333	Pupil Referral Unit	LA maintained schools
130334	Pupil Referral Unit	LA maintained schools
130335	Community School	LA maintained schools
130336	Community School	LA maintained schools
130337	Community School	LA maintained schools
130338	Other Independent School	Independent schools
130339	Pupil Referral Unit	LA maintained schools
130340	Community School	LA maintained schools
130341	Community School	LA maintained schools
130342	Community School	LA maintained schools
130343	Community School	LA maintained schools
130344	Pupil Referral Unit	LA maintained schools
130347	Pupil Referral Unit	LA maintained schools
130348	Pupil Referral Unit	LA maintained schools
130349	Pupil Referral Unit	LA maintained schools
130350	Foundation School	LA maintained schools
130351	Foundation School	LA maintained schools
130352	Community School	LA maintained schools
130353	Community Special School	Special schools
130354	Other Independent School	Independent schools
130355	Pupil Referral Unit	LA maintained schools
130356	Pupil Referral Unit	LA maintained schools
130357	Community School	LA maintained schools
130358	Community School	LA maintained schools
130359	Pupil Referral Unit	LA maintained schools
130360	Pupil Referral Unit	LA maintained schools
130361	Other Independent School	Independent schools
130362	Community Special School	Special schools
130363	Other Independent School	Independent schools
130364	Other Independent School	Independent schools
130365	Other Independent School	Independent schools
130366	Voluntary Aided School	LA maintained schools
130367	Other Independent Special School	Special schools
130368	Community Special School	Special schools
130369	Other Independent School	Independent schools
130370	Other Independent School	Independent schools
130371	Community Special School	Special schools
130372	Community School	LA maintained schools
130373	Other Independent School	Independent schools
130374	Community Special School	Special schools
130375	Community School	LA maintained schools
130376	Other Independent School	Independent schools
130377	Other Independent School	Independent schools
130378	Community School	LA maintained schools
130379	Voluntary Controlled School	LA maintained schools
130380	Community School	LA maintained schools
130381	Community School	LA maintained schools
130382	Voluntary Controlled School	LA maintained schools
130384	Voluntary Aided School	LA maintained schools
130385	Community School	LA maintained schools
130386	Other Independent Special School	Special schools
130387	Other Independent School	Independent schools
130388	Voluntary Controlled School	LA maintained schools
130389	Foundation School	LA maintained schools
130390	Community Special School	Special schools
130391	Other Independent School	Independent schools
130392	Community Special School	Special schools
130393	Other Independent School	Independent schools
130394	Community School	LA maintained schools
130395	Community School	LA maintained schools
130396	Community School	LA maintained schools
130397	Community School	LA maintained schools
130398	Other Independent School	Independent schools
130399	Other Independent School	Independent schools
130400	Pupil Referral Unit	LA maintained schools
130401	Further Education	Colleges
130402	Further Education	Colleges
130403	Further Education	Colleges
130404	Further Education	Colleges
130405	Further Education	Colleges
130406	Further Education	Colleges
130407	Further Education	Colleges
130408	Further Education	Colleges
130409	Further Education	Colleges
130410	Further Education	Colleges
130411	Further Education	Colleges
130412	Further Education	Colleges
130413	Further Education	Colleges
130414	Further Education	Colleges
130415	Further Education	Colleges
130416	Further Education	Colleges
130417	Further Education	Colleges
130418	Further Education	Colleges
130419	Further Education	Colleges
130420	Further Education	Colleges
130421	Further Education	Colleges
130422	Further Education	Colleges
130423	Further Education	Colleges
130424	Further Education	Colleges
130425	Further Education	Colleges
130426	Further Education	Colleges
130427	Further Education	Colleges
130428	Further Education	Colleges
130429	Further Education	Colleges
130430	Further Education	Colleges
130431	Further Education	Colleges
130432	Further Education	Colleges
130433	Further Education	Colleges
130434	Further Education	Colleges
130435	Further Education	Colleges
130436	Further Education	Colleges
130437	Further Education	Colleges
130438	Further Education	Colleges
130439	Further Education	Colleges
130440	Further Education	Colleges
130441	Further Education	Colleges
130442	Further Education	Colleges
130443	Further Education	Colleges
130444	Further Education	Colleges
130445	Further Education	Colleges
130446	Further Education	Colleges
130447	Further Education	Colleges
130448	Further Education	Colleges
130449	Further Education	Colleges
130450	Further Education	Colleges
130451	Further Education	Colleges
130452	Further Education	Colleges
130453	Further Education	Colleges
130454	Further Education	Colleges
130455	Further Education	Colleges
130456	Further Education	Colleges
130457	Further Education	Colleges
130458	Further Education	Colleges
130459	Further Education	Colleges
130460	Further Education	Colleges
130461	Further Education	Colleges
130462	Further Education	Colleges
130463	Further Education	Colleges
130464	Further Education	Colleges
130465	Further Education	Colleges
130466	Further Education	Colleges
130467	Further Education	Colleges
130468	Further Education	Colleges
130469	Further Education	Colleges
130470	Further Education	Colleges
130471	Further Education	Colleges
130472	Further Education	Colleges
130473	Further Education	Colleges
130474	Further Education	Colleges
130475	Further Education	Colleges
130476	Further Education	Colleges
130477	Further Education	Colleges
130478	Further Education	Colleges
130479	Further Education	Colleges
130480	Further Education	Colleges
130481	Further Education	Colleges
130482	Further Education	Colleges
130483	Further Education	Colleges
130484	Further Education	Colleges
130485	Further Education	Colleges
130486	Further Education	Colleges
130487	Further Education	Colleges
130488	Further Education	Colleges
130489	Further Education	Colleges
130490	Further Education	Colleges
130491	Further Education	Colleges
130492	Further Education	Colleges
130493	Further Education	Colleges
130494	Further Education	Colleges
130495	Further Education	Colleges
130496	Further Education	Colleges
130497	Further Education	Colleges
130498	Further Education	Colleges
130499	Further Education	Colleges
130500	Further Education	Colleges
130501	Further Education	Colleges
130502	Further Education	Colleges
130503	Further Education	Colleges
130504	Further Education	Colleges
130505	Further Education	Colleges
130506	Further Education	Colleges
130507	Further Education	Colleges
130508	Further Education	Colleges
130509	Further Education	Colleges
130510	Further Education	Colleges
130511	Further Education	Colleges
130512	Further Education	Colleges
130513	Further Education	Colleges
130514	Further Education	Colleges
130515	Further Education	Colleges
130516	Further Education	Colleges
130517	Further Education	Colleges
130518	Further Education	Colleges
130519	Further Education	Colleges
130520	Further Education	Colleges
130521	Further Education	Colleges
130522	Further Education	Colleges
130523	Further Education	Colleges
130524	Further Education	Colleges
130525	Further Education	Colleges
130526	Further Education	Colleges
130527	Further Education	Colleges
130528	Further Education	Colleges
130529	Further Education	Colleges
130530	Further Education	Colleges
130531	Further Education	Colleges
130532	Further Education	Colleges
130533	Further Education	Colleges
130534	Further Education	Colleges
130535	Further Education	Colleges
130536	Further Education	Colleges
130537	Further Education	Colleges
130538	Further Education	Colleges
130539	Further Education	Colleges
130540	Further Education	Colleges
130541	Further Education	Colleges
130542	Further Education	Colleges
130543	Further Education	Colleges
130544	Further Education	Colleges
130545	Higher Education Institutions	Universities
130546	Further Education	Colleges
130547	Higher Education Institutions	Universities
130548	Further Education	Colleges
130549	Further Education	Colleges
130550	Further Education	Colleges
130551	Further Education	Colleges
130552	Further Education	Colleges
130553	Further Education	Colleges
130554	Further Education	Colleges
130555	Further Education	Colleges
130556	Further Education	Colleges
130557	Further Education	Colleges
130558	Further Education	Colleges
130559	Further Education	Colleges
130560	Further Education	Colleges
130561	Further Education	Colleges
130562	Further Education	Colleges
130563	Further Education	Colleges
130564	Further Education	Colleges
130565	Further Education	Colleges
130566	Further Education	Colleges
130567	Further Education	Colleges
130568	Further Education	Colleges
130569	Further Education	Colleges
130570	Further Education	Colleges
130571	Further Education	Colleges
130572	Further Education	Colleges
130573	Further Education	Colleges
130574	Further Education	Colleges
130575	Further Education	Colleges
130576	Further Education	Colleges
130577	Further Education	Colleges
130578	Further Education	Colleges
130579	Further Education	Colleges
130580	Further Education	Colleges
130581	Further Education	Colleges
130582	Further Education	Colleges
130583	Further Education	Colleges
130584	Further Education	Colleges
130585	Further Education	Colleges
130586	Further Education	Colleges
130587	Further Education	Colleges
130588	Further Education	Colleges
130589	Further Education	Colleges
130590	Further Education	Colleges
130591	Further Education	Colleges
130592	Further Education	Colleges
130593	Further Education	Colleges
130594	Further Education	Colleges
130595	Further Education	Colleges
130596	Further Education	Colleges
130597	Further Education	Colleges
130598	Further Education	Colleges
130599	Further Education	Colleges
130600	Further Education	Colleges
130601	Further Education	Colleges
130602	Further Education	Colleges
130603	Further Education	Colleges
130604	Further Education	Colleges
130605	Further Education	Colleges
130606	Further Education	Colleges
130607	Further Education	Colleges
130608	Further Education	Colleges
130609	Further Education	Colleges
130610	Further Education	Colleges
130611	Further Education	Colleges
130612	Further Education	Colleges
130613	Further Education	Colleges
130614	Further Education	Colleges
130615	Further Education	Colleges
130616	Further Education	Colleges
130617	Further Education	Colleges
130618	Further Education	Colleges
130619	Further Education	Colleges
130620	Further Education	Colleges
130621	Further Education	Colleges
130622	Further Education	Colleges
130623	Further Education	Colleges
130624	Further Education	Colleges
130625	Further Education	Colleges
130626	Further Education	Colleges
130627	Further Education	Colleges
130628	Further Education	Colleges
130629	Further Education	Colleges
130630	Further Education	Colleges
130631	Further Education	Colleges
130632	Further Education	Colleges
130633	Further Education	Colleges
130634	Further Education	Colleges
130635	Further Education	Colleges
130636	Further Education	Colleges
130637	Further Education	Colleges
130638	Further Education	Colleges
130639	Further Education	Colleges
130640	Further Education	Colleges
130641	Further Education	Colleges
130642	Further Education	Colleges
130643	Further Education	Colleges
130644	Further Education	Colleges
130645	Further Education	Colleges
130646	Further Education	Colleges
130647	Further Education	Colleges
130648	Further Education	Colleges
130649	Further Education	Colleges
130650	Higher Education Institutions	Universities
130651	Further Education	Colleges
130652	Further Education	Colleges
130653	Further Education	Colleges
130654	Further Education	Colleges
130655	Further Education	Colleges
130656	Further Education	Colleges
130657	Further Education	Colleges
130658	Further Education	Colleges
130659	Further Education	Colleges
130660	Further Education	Colleges
130661	Further Education	Colleges
130662	Further Education	Colleges
130663	Further Education	Colleges
130664	Further Education	Colleges
130665	Further Education	Colleges
130666	Further Education	Colleges
130667	Further Education	Colleges
130668	Further Education	Colleges
130669	Further Education	Colleges
130670	Further Education	Colleges
130671	Further Education	Colleges
130672	Further Education	Colleges
130673	Further Education	Colleges
130674	Further Education	Colleges
130675	Further Education	Colleges
130676	Further Education	Colleges
130677	Further Education	Colleges
130678	Further Education	Colleges
130679	Further Education	Colleges
130680	Further Education	Colleges
130681	Further Education	Colleges
130682	Further Education	Colleges
130683	Further Education	Colleges
130684	Further Education	Colleges
130685	Further Education	Colleges
130686	Further Education	Colleges
130687	Further Education	Colleges
130688	Further Education	Colleges
130689	Further Education	Colleges
130690	Further Education	Colleges
130691	Further Education	Colleges
130692	Further Education	Colleges
130693	Further Education	Colleges
130694	Further Education	Colleges
130695	Further Education	Colleges
130696	Further Education	Colleges
130697	Further Education	Colleges
130698	Further Education	Colleges
130699	Further Education	Colleges
130700	Further Education	Colleges
130701	Further Education	Colleges
130702	Further Education	Colleges
130703	Further Education	Colleges
130704	Further Education	Colleges
130705	Further Education	Colleges
130706	Further Education	Colleges
130707	Further Education	Colleges
130708	Further Education	Colleges
130709	Further Education	Colleges
130710	Further Education	Colleges
130711	Further Education	Colleges
130712	Further Education	Colleges
130713	Further Education	Colleges
130714	Further Education	Colleges
130715	Further Education	Colleges
130716	Further Education	Colleges
130717	Further Education	Colleges
130718	Further Education	Colleges
130719	Further Education	Colleges
130720	Further Education	Colleges
130721	Further Education	Colleges
130722	Further Education	Colleges
130723	Further Education	Colleges
130724	Further Education	Colleges
130725	Further Education	Colleges
130726	Further Education	Colleges
130727	Further Education	Colleges
130728	Further Education	Colleges
130729	Further Education	Colleges
130730	Further Education	Colleges
130731	Further Education	Colleges
130732	Further Education	Colleges
130733	Further Education	Colleges
130734	Further Education	Colleges
130735	Further Education	Colleges
130736	Further Education	Colleges
130737	Further Education	Colleges
130738	Further Education	Colleges
130739	Further Education	Colleges
130740	Further Education	Colleges
130741	Further Education	Colleges
130742	Further Education	Colleges
130743	Further Education	Colleges
130744	Further Education	Colleges
130745	Further Education	Colleges
130746	Further Education	Colleges
130747	Further Education	Colleges
130748	Further Education	Colleges
130749	Further Education	Colleges
130750	Further Education	Colleges
130751	Further Education	Colleges
130752	Further Education	Colleges
130753	Miscellaneous	Other types
130754	Further Education	Colleges
130755	Further Education	Colleges
130756	Further Education	Colleges
130757	Further Education	Colleges
130758	Further Education	Colleges
130759	Further Education	Colleges
130760	Further Education	Colleges
130761	Further Education	Colleges
130762	Further Education	Colleges
130763	Further Education	Colleges
130764	Further Education	Colleges
130765	Further Education	Colleges
130766	Further Education	Colleges
130767	Further Education	Colleges
130768	Further Education	Colleges
130769	Further Education	Colleges
130770	Further Education	Colleges
130771	Further Education	Colleges
130772	Further Education	Colleges
130773	Further Education	Colleges
130774	Further Education	Colleges
130775	Further Education	Colleges
130776	Further Education	Colleges
130777	Further Education	Colleges
130778	Further Education	Colleges
130779	Further Education	Colleges
130780	Further Education	Colleges
130781	Further Education	Colleges
130782	Further Education	Colleges
130783	Further Education	Colleges
130784	Institution funded by other Government Department	Other types
130785	Further Education	Colleges
130786	Further Education	Colleges
130787	Further Education	Colleges
130788	Further Education	Colleges
130789	Further Education	Colleges
130790	Further Education	Colleges
130791	Further Education	Colleges
130792	Further Education	Colleges
130793	Further Education	Colleges
130794	Further Education	Colleges
130795	Further Education	Colleges
130796	Further Education	Colleges
130797	Further Education	Colleges
130798	Further Education	Colleges
130799	Further Education	Colleges
130800	Further Education	Colleges
130801	Further Education	Colleges
130802	Further Education	Colleges
130803	Further Education	Colleges
130804	Further Education	Colleges
130805	Further Education	Colleges
130806	Further Education	Colleges
130807	Further Education	Colleges
130808	Further Education	Colleges
130809	Further Education	Colleges
130810	Further Education	Colleges
130811	Further Education	Colleges
130812	Further Education	Colleges
130813	Further Education	Colleges
130814	Further Education	Colleges
130815	Further Education	Colleges
130816	Further Education	Colleges
130817	Further Education	Colleges
130818	Further Education	Colleges
130819	Further Education	Colleges
130820	Further Education	Colleges
130821	Further Education	Colleges
130822	Further Education	Colleges
130823	Further Education	Colleges
130824	Further Education	Colleges
130825	Further Education	Colleges
130826	Other Independent School	Independent schools
130827	Further Education	Colleges
130828	Further Education	Colleges
130829	Further Education	Colleges
130830	Further Education	Colleges
130831	Further Education	Colleges
130832	Further Education	Colleges
130833	Further Education	Colleges
130834	Further Education	Colleges
130835	Further Education	Colleges
130836	Further Education	Colleges
130837	Further Education	Colleges
130838	Further Education	Colleges
130839	Further Education	Colleges
130840	Further Education	Colleges
130841	Further Education	Colleges
130842	Further Education	Colleges
130843	Further Education	Colleges
130844	Further Education	Colleges
130845	Further Education	Colleges
130846	Further Education	Colleges
130847	Further Education	Colleges
130848	Further Education	Colleges
130849	Further Education	Colleges
130850	Further Education	Colleges
130851	Further Education	Colleges
130852	Further Education	Colleges
130853	Further Education	Colleges
130854	Other Independent Special School	Special schools
130855	Other Independent Special School	Special schools
130856	Pupil Referral Unit	LA maintained schools
130857	Other Independent School	Independent schools
130858	Community School	LA maintained schools
130859	Community School	LA maintained schools
130860	Community School	LA maintained schools
130861	LA Nursery School	LA maintained schools
130862	Community School	LA maintained schools
130863	Community School	LA maintained schools
130864	Community School	LA maintained schools
130865	Community School	LA maintained schools
130866	Community School	LA maintained schools
130867	Community School	LA maintained schools
130868	Community School	LA maintained schools
130869	Community School	LA maintained schools
130870	Community School	LA maintained schools
130871	Community School	LA maintained schools
130872	Community School	LA maintained schools
130873	Community School	LA maintained schools
130874	Voluntary Controlled School	LA maintained schools
130875	Voluntary Controlled School	LA maintained schools
130876	Other Independent School	Independent schools
130877	Voluntary Aided School	LA maintained schools
130878	Voluntary Aided School	LA maintained schools
130879	Other Independent School	Independent schools
130880	Pupil Referral Unit	LA maintained schools
130881	Voluntary Controlled School	LA maintained schools
130882	Voluntary Controlled School	LA maintained schools
130883	Voluntary Controlled School	LA maintained schools
130884	Voluntary Aided School	LA maintained schools
130885	Community School	LA maintained schools
130886	Community School	LA maintained schools
130887	Community School	LA maintained schools
130888	Community School	LA maintained schools
130889	Community School	LA maintained schools
130892	British Schools Overseas	Other types
130893	Community School	LA maintained schools
130894	Community School	LA maintained schools
130895	Community School	LA maintained schools
130896	Community School	LA maintained schools
130897	Community School	LA maintained schools
130898	Community School	LA maintained schools
130899	Community Special School	Special schools
130900	Community School	LA maintained schools
130901	Community School	LA maintained schools
130902	Other Independent Special School	Special schools
130903	Other Independent Special School	Special schools
130904	Other Independent School	Independent schools
130905	Community School	LA maintained schools
130906	Other Independent Special School	Special schools
130907	Other Independent Special School	Special schools
130908	Academy Sponsor Led	Academies
130909	Academy Sponsor Led	Academies
130910	Voluntary Aided School	LA maintained schools
130911	Other Independent Special School	Special schools
130912	Academy Sponsor Led	Academies
130913	Other Independent Special School	Special schools
130914	Community School	LA maintained schools
130915	Community School	LA maintained schools
130916	Community School	LA maintained schools
130917	Community School	LA maintained schools
130918	Community School	LA maintained schools
130919	Community School	LA maintained schools
130920	Community School	LA maintained schools
130921	Community School	LA maintained schools
130922	Community School	LA maintained schools
130923	Community School	LA maintained schools
130924	Community School	LA maintained schools
130925	Community School	LA maintained schools
130926	Community School	LA maintained schools
130927	Community School	LA maintained schools
130928	Foundation School	LA maintained schools
130929	Voluntary Aided School	LA maintained schools
130930	Community School	LA maintained schools
130931	Voluntary Controlled School	LA maintained schools
130932	Community School	LA maintained schools
130933	Community School	LA maintained schools
130934	Community School	LA maintained schools
130935	Community School	LA maintained schools
130936	Community School	LA maintained schools
130937	Community School	LA maintained schools
130938	Community School	LA maintained schools
130939	Foundation School	LA maintained schools
130940	Community School	LA maintained schools
130941	Voluntary Aided School	LA maintained schools
130942	Community Special School	Special schools
130943	Community Special School	Special schools
130944	Community School	LA maintained schools
130945	Community School	LA maintained schools
130946	Community School	LA maintained schools
130947	Community School	LA maintained schools
130948	Voluntary Controlled School	LA maintained schools
130949	Community School	LA maintained schools
130950	Community School	LA maintained schools
130951	Community School	LA maintained schools
130952	Community School	LA maintained schools
130953	Community School	LA maintained schools
130954	Community School	LA maintained schools
130955	Voluntary Aided School	LA maintained schools
130956	Community Special School	Special schools
130957	Community Special School	Special schools
130958	Community Special School	Special schools
130959	Community Special School	Special schools
130960	Community Special School	Special schools
130961	Community Special School	Special schools
130962	Community School	LA maintained schools
130963	Community School	LA maintained schools
130964	Voluntary Controlled School	LA maintained schools
130965	Community School	LA maintained schools
130966	Community School	LA maintained schools
130967	Community School	LA maintained schools
130968	Community School	LA maintained schools
130969	Community School	LA maintained schools
130970	Community School	LA maintained schools
130971	Community School	LA maintained schools
130972	Community School	LA maintained schools
130973	Community School	LA maintained schools
130974	Voluntary Aided School	LA maintained schools
130975	Voluntary Aided School	LA maintained schools
130976	Voluntary Aided School	LA maintained schools
130977	Voluntary Controlled School	LA maintained schools
130978	Community School	LA maintained schools
130979	Other Independent Special School	Special schools
130980	Pupil Referral Unit	LA maintained schools
130981	Pupil Referral Unit	LA maintained schools
130983	Pupil Referral Unit	LA maintained schools
130984	Pupil Referral Unit	LA maintained schools
130985	Pupil Referral Unit	LA maintained schools
130986	Pupil Referral Unit	LA maintained schools
130987	Pupil Referral Unit	LA maintained schools
130988	Pupil Referral Unit	LA maintained schools
130989	Pupil Referral Unit	LA maintained schools
130990	Pupil Referral Unit	LA maintained schools
130991	Pupil Referral Unit	LA maintained schools
130992	Pupil Referral Unit	LA maintained schools
130993	Pupil Referral Unit	LA maintained schools
130994	Pupil Referral Unit	LA maintained schools
130995	Community School	LA maintained schools
130996	Community Special School	Special schools
130997	Community School	LA maintained schools
130998	Voluntary Aided School	LA maintained schools
130999	Other Independent School	Independent schools
131000	Other Independent School	Independent schools
131001	Voluntary Controlled School	LA maintained schools
131002	Community School	LA maintained schools
131003	Other Independent School	Independent schools
131004	Other Independent Special School	Special schools
131005	Community School	LA maintained schools
131006	Community School	LA maintained schools
131007	Community School	LA maintained schools
131008	Community School	LA maintained schools
131009	Pupil Referral Unit	LA maintained schools
131010	Voluntary Aided School	LA maintained schools
131011	Community School	LA maintained schools
131012	Pupil Referral Unit	LA maintained schools
131013	Community School	LA maintained schools
131014	Pupil Referral Unit	LA maintained schools
131015	Other Independent School	Independent schools
131016	Other Independent Special School	Special schools
131017	Community School	LA maintained schools
131018	Other Independent Special School	Special schools
131019	Community School	LA maintained schools
131020	Voluntary Controlled School	LA maintained schools
131021	Foundation School	LA maintained schools
131022	Community Special School	Special schools
131023	Community Special School	Special schools
131024	Community Special School	Special schools
131025	Other Independent Special School	Special schools
131026	Other Independent School	Independent schools
131027	Other Independent School	Independent schools
131028	Voluntary Aided School	LA maintained schools
131029	Voluntary Aided School	LA maintained schools
131030	Community School	LA maintained schools
131031	Other Independent School	Independent schools
131032	Other Independent Special School	Special schools
131033	Other Independent Special School	Special schools
131034	Other Independent Special School	Special schools
131035	Community School	LA maintained schools
131036	Community School	LA maintained schools
131037	Community School	LA maintained schools
131038	Voluntary Aided School	LA maintained schools
131039	Pupil Referral Unit	LA maintained schools
131040	Pupil Referral Unit	LA maintained schools
131041	Pupil Referral Unit	LA maintained schools
131042	Other Independent School	Independent schools
131043	Other Independent Special School	Special schools
131044	Community Special School	Special schools
131045	Community School	LA maintained schools
131046	Pupil Referral Unit	LA maintained schools
131047	Community School	LA maintained schools
131048	Community School	LA maintained schools
131049	Pupil Referral Unit	LA maintained schools
131050	Other Independent School	Independent schools
131051	Other Independent School	Independent schools
131052	Voluntary Aided School	LA maintained schools
131053	Pupil Referral Unit	LA maintained schools
131054	Other Independent School	Independent schools
131055	Other Independent School	Independent schools
131056	Other Independent School	Independent schools
131057	Community School	LA maintained schools
131058	Other Independent School	Independent schools
131059	Other Independent School	Independent schools
131060	Community Special School	Special schools
131061	Community School	LA maintained schools
131062	Academy Sponsor Led	Academies
131063	Other Independent Special School	Special schools
131064	Other Independent Special School	Special schools
131065	Academy Sponsor Led	Academies
131066	Pupil Referral Unit	LA maintained schools
131067	Pupil Referral Unit	LA maintained schools
131068	Community Special School	Special schools
131070	Community School	LA maintained schools
131071	Voluntary Aided School	LA maintained schools
131072	Voluntary Aided School	LA maintained schools
131073	Community School	LA maintained schools
131074	Other Independent School	Independent schools
131075	Other Independent School	Independent schools
131076	Other Independent School	Independent schools
131077	Community School	LA maintained schools
131078	Community School	LA maintained schools
131079	Community Special School	Special schools
131080	Community Special School	Special schools
131081	Community School	LA maintained schools
131082	Community School	LA maintained schools
131083	Community School	LA maintained schools
131084	Community Special School	Special schools
131085	Other Independent Special School	Special schools
131086	Other Independent Special School	Special schools
131087	Other Independent Special School	Special schools
131088	Community School	LA maintained schools
131089	Community School	LA maintained schools
131090	Community School	LA maintained schools
131091	Community School	LA maintained schools
131092	Other Independent School	Independent schools
131093	Community Special School	Special schools
131094	Further Education	Colleges
131095	Further Education	Colleges
131096	Community School	LA maintained schools
131097	Community School	LA maintained schools
131098	Other Independent Special School	Special schools
131099	Foundation Special School	Special schools
131100	Pupil Referral Unit	LA maintained schools
131101	Other Independent School	Independent schools
131102	Community Special School	Special schools
131103	Community School	LA maintained schools
131104	Community School	LA maintained schools
131105	Voluntary Aided School	LA maintained schools
131106	Community School	LA maintained schools
131107	Community School	LA maintained schools
131108	Community School	LA maintained schools
131109	Community School	LA maintained schools
131110	Community School	LA maintained schools
131111	Community School	LA maintained schools
131112	Voluntary Aided School	LA maintained schools
131113	Community School	LA maintained schools
131114	Community School	LA maintained schools
131115	Community Special School	Special schools
131116	Community School	LA maintained schools
131117	Community School	LA maintained schools
131118	Other Independent School	Independent schools
131119	Other Independent School	Independent schools
131120	Voluntary Controlled School	LA maintained schools
131121	Other Independent School	Independent schools
131122	Other Independent School	Independent schools
131123	Community School	LA maintained schools
131124	Other Independent School	Independent schools
131125	Community School	LA maintained schools
131126	Voluntary Aided School	LA maintained schools
131127	Other Independent School	Independent schools
131128	Other Independent School	Independent schools
131129	Other Independent School	Independent schools
131130	Community School	LA maintained schools
131131	Other Independent School	Independent schools
131132	Other Independent School	Independent schools
131133	Pupil Referral Unit	LA maintained schools
131134	Pupil Referral Unit	LA maintained schools
131135	Community School	LA maintained schools
131136	Other Independent Special School	Special schools
131137	Other Independent Special School	Special schools
131138	Other Independent Special School	Special schools
131139	Other Independent Special School	Special schools
131140	Community School	LA maintained schools
131141	Community School	LA maintained schools
131142	Pupil Referral Unit	LA maintained schools
131143	Pupil Referral Unit	LA maintained schools
131144	Community School	LA maintained schools
131145	Community School	LA maintained schools
131146	Foundation School	LA maintained schools
131147	Other Independent School	Independent schools
131148	Other Independent School	Independent schools
131149	Other Independent School	Independent schools
131150	Pupil Referral Unit	LA maintained schools
131151	LA Nursery School	LA maintained schools
131152	Community School	LA maintained schools
131153	Community School	LA maintained schools
131154	Community School	LA maintained schools
131155	Community School	LA maintained schools
131156	Voluntary Controlled School	LA maintained schools
131157	Community School	LA maintained schools
131158	Other Independent School	Independent schools
131159	Community School	LA maintained schools
131160	Community School	LA maintained schools
131161	Community School	LA maintained schools
131162	Community School	LA maintained schools
131163	Other Independent Special School	Special schools
131164	Other Independent School	Independent schools
131165	Other Independent School	Independent schools
